10	[0.17258819765079916, 0.17267683994893235, 0.17369017446609586, 0.17256820103418047, 0.17407392413483794, 0.17613709104966152, 0.17254760356815912, 0.17317697644961277, 0.16465663031697858, 0.23218457828810268, 0.242692618120302, 0.3481293523425948, 0.6436983890981078, 0.6860662919463462, 0.43734785173958995, 0.2905904032339551, 0.23294614358156943, 0.19273330908636002, 0.18348158450314297, 0.18415971626658367, 0.18596040882273585, 0.1850908962659518, 0.1822767204263373, 0.1819936219462789, 0.17991794342743936, 0.17903805404535372, 0.18118007633463473, 0.18085127268560314, 0.18112623482435136, 0.1791272666002705, 0.17994348761831935, 0.17472085509943683]	[0.17317094700670083, 0.17303330180816734, 0.17187304088683159, 0.17306070317701605, 0.1718175966105678, 0.1699592292715049, 0.1733246100176811, 0.17425576739081505, 0.18713979154189292, 0.2126001279339509, 0.1958247956873712, 0.1997773820897495, 0.28081921255555703, 0.32657124000166654, 0.36252376268514475, 0.3328830159144809, 0.32368550405355834, 0.15660181934621972, 0.16375709030836838, 0.16232828654235806, 0.16004421474252056, 0.1615858118276091, 0.16259775855255604, 0.16284611777301536, 0.16574117498495647, 0.16657310787273363, 0.16526890337076958, 0.16603813303552237, 0.16588766070376945, 0.16845636160144076, 0.1678108516405263, 0.17269148181019428]	
11	[0.17258819765079916, 0.17267683994893235, 0.17369017446609586, 0.17256820103418047, 0.17407392413483794, 0.17613709104966152, 0.17254760356815912, 0.17317697644961277, 0.16465663031697858, 0.23218457828810268, 0.242692618120302, 0.3481293523425948, 0.6436983890981078, 0.6860662919463462, 0.43734785173958995, 0.2905904032339551, 0.23294614358156943, 0.19273330908636002, 0.18348158450314297, 0.18415971626658367, 0.18596040882273585, 0.1850908962659518, 0.1822767204263373, 0.1819936219462789, 0.17991794342743936, 0.17903805404535372, 0.18118007633463473, 0.18085127268560314, 0.18112623482435136, 0.1791272666002705, 0.17994348761831935, 0.17472085509943683]	[0.17317094700670083, 0.17303330180816734, 0.17187304088683159, 0.17306070317701605, 0.1718175966105678, 0.1699592292715049, 0.1733246100176811, 0.17425576739081505, 0.18713979154189292, 0.2126001279339509, 0.1958247956873712, 0.1997773820897495, 0.28081921255555703, 0.32657124000166654, 0.36252376268514475, 0.3328830159144809, 0.32368550405355834, 0.15660181934621972, 0.16375709030836838, 0.16232828654235806, 0.16004421474252056, 0.1615858118276091, 0.16259775855255604, 0.16284611777301536, 0.16574117498495647, 0.16657310787273363, 0.16526890337076958, 0.16603813303552237, 0.16588766070376945, 0.16845636160144076, 0.1678108516405263, 0.17269148181019428]	
12	[0.17258819765079916, 0.17267683994893235, 0.17369017446609586, 0.17256820103418047, 0.17407392413483794, 0.17613709104966152, 0.17254760356815912, 0.17317697644961277, 0.16465663031697858, 0.23218457828810268, 0.242692618120302, 0.3481293523425948, 0.6436983890981078, 0.6860662919463462, 0.43734785173958995, 0.2905904032339551, 0.23294614358156943, 0.19273330908636002, 0.18348158450314297, 0.18415971626658367, 0.18596040882273585, 0.1850908962659518, 0.1822767204263373, 0.1819936219462789, 0.17991794342743936, 0.17903805404535372, 0.18118007633463473, 0.18085127268560314, 0.18112623482435136, 0.1791272666002705, 0.17994348761831935, 0.17472085509943683]	[0.17317094700670083, 0.17303330180816734, 0.17187304088683159, 0.17306070317701605, 0.1718175966105678, 0.1699592292715049, 0.1733246100176811, 0.17425576739081505, 0.18713979154189292, 0.2126001279339509, 0.1958247956873712, 0.1997773820897495, 0.28081921255555703, 0.32657124000166654, 0.36252376268514475, 0.3328830159144809, 0.32368550405355834, 0.15660181934621972, 0.16375709030836838, 0.16232828654235806, 0.16004421474252056, 0.1615858118276091, 0.16259775855255604, 0.16284611777301536, 0.16574117498495647, 0.16657310787273363, 0.16526890337076958, 0.16603813303552237, 0.16588766070376945, 0.16845636160144076, 0.1678108516405263, 0.17269148181019428]	
13	[0.17258819765079916, 0.17267683994893235, 0.17369017446609586, 0.17256820103418047, 0.17407392413483794, 0.17613709104966152, 0.17254760356815912, 0.17317697644961277, 0.16465663031697858, 0.23218457828810268, 0.242692618120302, 0.3481293523425948, 0.6436983890981078, 0.6860662919463462, 0.43734785173958995, 0.2905904032339551, 0.23294614358156943, 0.19273330908636002, 0.18348158450314297, 0.18415971626658367, 0.18596040882273585, 0.1850908962659518, 0.1822767204263373, 0.1819936219462789, 0.17991794342743936, 0.17903805404535372, 0.18118007633463473, 0.18085127268560314, 0.18112623482435136, 0.1791272666002705, 0.17994348761831935, 0.17472085509943683]	[0.17317094700670083, 0.17303330180816734, 0.17187304088683159, 0.17306070317701605, 0.1718175966105678, 0.1699592292715049, 0.1733246100176811, 0.17425576739081505, 0.18713979154189292, 0.2126001279339509, 0.1958247956873712, 0.1997773820897495, 0.28081921255555703, 0.32657124000166654, 0.36252376268514475, 0.3328830159144809, 0.32368550405355834, 0.15660181934621972, 0.16375709030836838, 0.16232828654235806, 0.16004421474252056, 0.1615858118276091, 0.16259775855255604, 0.16284611777301536, 0.16574117498495647, 0.16657310787273363, 0.16526890337076958, 0.16603813303552237, 0.16588766070376945, 0.16845636160144076, 0.1678108516405263, 0.17269148181019428]	
14	[0.17258819765079916, 0.17267683994893235, 0.17369017446609586, 0.17256820103418047, 0.17407392413483794, 0.17613709104966152, 0.17254760356815912, 0.17317697644961277, 0.16465663031697858, 0.23218457828810268, 0.242692618120302, 0.3481293523425948, 0.6436983890981078, 0.6860662919463462, 0.43734785173958995, 0.2905904032339551, 0.23294614358156943, 0.19273330908636002, 0.18348158450314297, 0.18415971626658367, 0.18596040882273585, 0.1850908962659518, 0.1822767204263373, 0.1819936219462789, 0.17991794342743936, 0.17903805404535372, 0.18118007633463473, 0.18085127268560314, 0.18112623482435136, 0.1791272666002705, 0.17994348761831935, 0.17472085509943683]	[0.17317094700670083, 0.17303330180816734, 0.17187304088683159, 0.17306070317701605, 0.1718175966105678, 0.1699592292715049, 0.1733246100176811, 0.17425576739081505, 0.18713979154189292, 0.2126001279339509, 0.1958247956873712, 0.1997773820897495, 0.28081921255555703, 0.32657124000166654, 0.36252376268514475, 0.3328830159144809, 0.32368550405355834, 0.15660181934621972, 0.16375709030836838, 0.16232828654235806, 0.16004421474252056, 0.1615858118276091, 0.16259775855255604, 0.16284611777301536, 0.16574117498495647, 0.16657310787273363, 0.16526890337076958, 0.16603813303552237, 0.16588766070376945, 0.16845636160144076, 0.1678108516405263, 0.17269148181019428]	
15	[0.17258819765079916, 0.17267683994893235, 0.17369017446609586, 0.17256820103418047, 0.17407392413483794, 0.17613709104966152, 0.17254760356815912, 0.17317697644961277, 0.16465663031697858, 0.23218457828810268, 0.242692618120302, 0.3481293523425948, 0.6436983890981078, 0.6860662919463462, 0.43734785173958995, 0.2905904032339551, 0.23294614358156943, 0.19273330908636002, 0.18348158450314297, 0.18415971626658367, 0.18596040882273585, 0.1850908962659518, 0.1822767204263373, 0.1819936219462789, 0.17991794342743936, 0.17903805404535372, 0.18118007633463473, 0.18085127268560314, 0.18112623482435136, 0.1791272666002705, 0.17994348761831935, 0.17472085509943683]	[0.17317094700670083, 0.17303330180816734, 0.17187304088683159, 0.17306070317701605, 0.1718175966105678, 0.1699592292715049, 0.1733246100176811, 0.17425576739081505, 0.18713979154189292, 0.2126001279339509, 0.1958247956873712, 0.1997773820897495, 0.28081921255555703, 0.32657124000166654, 0.36252376268514475, 0.3328830159144809, 0.32368550405355834, 0.15660181934621972, 0.16375709030836838, 0.16232828654235806, 0.16004421474252056, 0.1615858118276091, 0.16259775855255604, 0.16284611777301536, 0.16574117498495647, 0.16657310787273363, 0.16526890337076958, 0.16603813303552237, 0.16588766070376945, 0.16845636160144076, 0.1678108516405263, 0.17269148181019428]	
16	[0.17258819765079916, 0.17267683994893235, 0.17369017446609586, 0.17256820103418047, 0.17407392413483794, 0.17613709104966152, 0.17254760356815912, 0.17317697644961277, 0.16465663031697858, 0.23218457828810268, 0.242692618120302, 0.3481293523425948, 0.6436983890981078, 0.6860662919463462, 0.43734785173958995, 0.2905904032339551, 0.23294614358156943, 0.19273330908636002, 0.18348158450314297, 0.18415971626658367, 0.18596040882273585, 0.1850908962659518, 0.1822767204263373, 0.1819936219462789, 0.17991794342743936, 0.17903805404535372, 0.18118007633463473, 0.18085127268560314, 0.18112623482435136, 0.1791272666002705, 0.17994348761831935, 0.17472085509943683]	[0.17317094700670083, 0.17303330180816734, 0.17187304088683159, 0.17306070317701605, 0.1718175966105678, 0.1699592292715049, 0.1733246100176811, 0.17425576739081505, 0.18713979154189292, 0.2126001279339509, 0.1958247956873712, 0.1997773820897495, 0.28081921255555703, 0.32657124000166654, 0.36252376268514475, 0.3328830159144809, 0.32368550405355834, 0.15660181934621972, 0.16375709030836838, 0.16232828654235806, 0.16004421474252056, 0.1615858118276091, 0.16259775855255604, 0.16284611777301536, 0.16574117498495647, 0.16657310787273363, 0.16526890337076958, 0.16603813303552237, 0.16588766070376945, 0.16845636160144076, 0.1678108516405263, 0.17269148181019428]	
17	[0.17258819765079916, 0.17267683994893235, 0.17369017446609586, 0.17256820103418047, 0.17407392413483794, 0.17613709104966152, 0.17254760356815912, 0.17317697644961277, 0.16465663031697858, 0.23218457828810268, 0.242692618120302, 0.3481293523425948, 0.6436983890981078, 0.6860662919463462, 0.43734785173958995, 0.2905904032339551, 0.23294614358156943, 0.19273330908636002, 0.18348158450314297, 0.18415971626658367, 0.18596040882273585, 0.1850908962659518, 0.1822767204263373, 0.1819936219462789, 0.17991794342743936, 0.17903805404535372, 0.18118007633463473, 0.18085127268560314, 0.18112623482435136, 0.1791272666002705, 0.17994348761831935, 0.17472085509943683]	[0.17317094700670083, 0.17303330180816734, 0.17187304088683159, 0.17306070317701605, 0.1718175966105678, 0.1699592292715049, 0.1733246100176811, 0.17425576739081505, 0.18713979154189292, 0.2126001279339509, 0.1958247956873712, 0.1997773820897495, 0.28081921255555703, 0.32657124000166654, 0.36252376268514475, 0.3328830159144809, 0.32368550405355834, 0.15660181934621972, 0.16375709030836838, 0.16232828654235806, 0.16004421474252056, 0.1615858118276091, 0.16259775855255604, 0.16284611777301536, 0.16574117498495647, 0.16657310787273363, 0.16526890337076958, 0.16603813303552237, 0.16588766070376945, 0.16845636160144076, 0.1678108516405263, 0.17269148181019428]	
18	[0.17258819765079916, 0.17267683994893235, 0.17369017446609586, 0.17256820103418047, 0.17407392413483794, 0.17613709104966152, 0.17254760356815912, 0.17317697644961277, 0.16465663031697858, 0.23218457828810268, 0.242692618120302, 0.3481293523425948, 0.6436983890981078, 0.6860662919463462, 0.43734785173958995, 0.2905904032339551, 0.23294614358156943, 0.19273330908636002, 0.18348158450314297, 0.18415971626658367, 0.18596040882273585, 0.1850908962659518, 0.1822767204263373, 0.1819936219462789, 0.17991794342743936, 0.17903805404535372, 0.18118007633463473, 0.18085127268560314, 0.18112623482435136, 0.1791272666002705, 0.17994348761831935, 0.17472085509943683]	[0.17317094700670083, 0.17303330180816734, 0.17187304088683159, 0.17306070317701605, 0.1718175966105678, 0.1699592292715049, 0.1733246100176811, 0.17425576739081505, 0.18713979154189292, 0.2126001279339509, 0.1958247956873712, 0.1997773820897495, 0.28081921255555703, 0.32657124000166654, 0.36252376268514475, 0.3328830159144809, 0.32368550405355834, 0.15660181934621972, 0.16375709030836838, 0.16232828654235806, 0.16004421474252056, 0.1615858118276091, 0.16259775855255604, 0.16284611777301536, 0.16574117498495647, 0.16657310787273363, 0.16526890337076958, 0.16603813303552237, 0.16588766070376945, 0.16845636160144076, 0.1678108516405263, 0.17269148181019428]	
19	[0.17258819765079916, 0.17267683994893235, 0.17369017446609586, 0.17256820103418047, 0.17407392413483794, 0.17613709104966152, 0.17254760356815912, 0.17317697644961277, 0.16465663031697858, 0.23218457828810268, 0.242692618120302, 0.3481293523425948, 0.6436983890981078, 0.6860662919463462, 0.43734785173958995, 0.2905904032339551, 0.23294614358156943, 0.19273330908636002, 0.18348158450314297, 0.18415971626658367, 0.18596040882273585, 0.1850908962659518, 0.1822767204263373, 0.1819936219462789, 0.17991794342743936, 0.17903805404535372, 0.18118007633463473, 0.18085127268560314, 0.18112623482435136, 0.1791272666002705, 0.17994348761831935, 0.17472085509943683]	[0.17317094700670083, 0.17303330180816734, 0.17187304088683159, 0.17306070317701605, 0.1718175966105678, 0.1699592292715049, 0.1733246100176811, 0.17425576739081505, 0.18713979154189292, 0.2126001279339509, 0.1958247956873712, 0.1997773820897495, 0.28081921255555703, 0.32657124000166654, 0.36252376268514475, 0.3328830159144809, 0.32368550405355834, 0.15660181934621972, 0.16375709030836838, 0.16232828654235806, 0.16004421474252056, 0.1615858118276091, 0.16259775855255604, 0.16284611777301536, 0.16574117498495647, 0.16657310787273363, 0.16526890337076958, 0.16603813303552237, 0.16588766070376945, 0.16845636160144076, 0.1678108516405263, 0.17269148181019428]	
20	[0.17258819765079916, 0.17267683994893235, 0.17369017446609586, 0.17256820103418047, 0.17407392413483794, 0.17613709104966152, 0.17254760356815912, 0.17317697644961277, 0.16465663031697858, 0.23218457828810268, 0.242692618120302, 0.3481293523425948, 0.6436983890981078, 0.6860662919463462, 0.43734785173958995, 0.2905904032339551, 0.23294614358156943, 0.19273330908636002, 0.18348158450314297, 0.18415971626658367, 0.18596040882273585, 0.1850908962659518, 0.1822767204263373, 0.1819936219462789, 0.17991794342743936, 0.17903805404535372, 0.18118007633463473, 0.18085127268560314, 0.18112623482435136, 0.1791272666002705, 0.17994348761831935, 0.17472085509943683]	[0.17317094700670083, 0.17303330180816734, 0.17187304088683159, 0.17306070317701605, 0.1718175966105678, 0.1699592292715049, 0.1733246100176811, 0.17425576739081505, 0.18713979154189292, 0.2126001279339509, 0.1958247956873712, 0.1997773820897495, 0.28081921255555703, 0.32657124000166654, 0.36252376268514475, 0.3328830159144809, 0.32368550405355834, 0.15660181934621972, 0.16375709030836838, 0.16232828654235806, 0.16004421474252056, 0.1615858118276091, 0.16259775855255604, 0.16284611777301536, 0.16574117498495647, 0.16657310787273363, 0.16526890337076958, 0.16603813303552237, 0.16588766070376945, 0.16845636160144076, 0.1678108516405263, 0.17269148181019428]	
